,Filename,ClassId
1553,./data/Train/00005/00051_00023.ppm,5
1550,./data/Train/00012/00051_00020.ppm,12
1156,./data/Train/00025/00038_00016.ppm,25
262,./data/Train/00024/00008_00022.ppm,24
124,./data/Train/00040/00004_00004.ppm,40
353,./data/Train/00030/00011_00023.ppm,30
113,./data/Train/00007/00003_00023.ppm,7
1632,./data/Train/00012/00054_00012.ppm,12
1393,./data/Train/00002/00046_00013.ppm,2
150,./data/Train/00001/00005_00000.ppm,1
513,./data/Train/00013/00017_00003.ppm,13
257,./data/Train/00023/00008_00017.ppm,23
392,./data/Train/00031/00013_00002.ppm,31
2094,./data/Train/00013/00069_00024.ppm,13
229,./data/Train/00009/00007_00019.ppm,9
2041,./data/Train/00038/00068_00001.ppm,38
595,./data/Train/00033/00019_00025.ppm,33
197,./data/Train/00009/00006_00017.ppm,9
182,./data/Train/00041/00006_00002.ppm,41
352,./data/Train/00038/00011_00022.ppm,38
1582,./data/Train/00038/00052_00022.ppm,38
461,./data/Train/00038/00015_00011.ppm,38
1048,./data/Train/00013/00034_00028.ppm,13
129,./data/Train/00006/00004_00009.ppm,6
219,./data/Train/00007/00007_00009.ppm,7
27,./data/Train/00004/00000_00027.ppm,4
490,./data/Train/00005/00016_00010.ppm,5
283,./data/Train/00022/00009_00013.ppm,22
1363,./data/Train/00004/00045_00013.ppm,4
1591,./data/Train/00038/00053_00001.ppm,38
238,./data/Train/00014/00007_00028.ppm,14
1400,./data/Train/00002/00046_00020.ppm,2
342,./data/Train/00017/00011_00012.ppm,17
808,./data/Train/00008/00026_00028.ppm,8
773,./data/Train/00010/00025_00023.ppm,10
100,./data/Train/00041/00003_00010.ppm,41
48,./data/Train/00005/00001_00018.ppm,5
562,./data/Train/00008/00018_00022.ppm,8
151,./data/Train/00010/00005_00001.ppm,10
21,./data/Train/00024/00000_00021.ppm,24
37,./data/Train/00001/00001_00007.ppm,1
581,./data/Train/00038/00019_00011.ppm,38
1341,./data/Train/00009/00044_00021.ppm,9
876,./data/Train/00035/00029_00006.ppm,35
57,./data/Train/00015/00001_00027.ppm,15
961,./data/Train/00025/00032_00001.ppm,25
1371,./data/Train/00003/00045_00021.ppm,3
1864,./data/Train/00038/00062_00004.ppm,38
223,./data/Train/00013/00007_00013.ppm,13
982,./data/Train/00017/00032_00022.ppm,17
999,./data/Train/00035/00033_00009.ppm,35
930,./data/Train/00004/00031_00000.ppm,4
290,./data/Train/00017/00009_00020.ppm,17
1699,./data/Train/00010/00056_00019.ppm,10
358,./data/Train/00010/00011_00028.ppm,10
1314,./data/Train/00025/00043_00024.ppm,25
90,./data/Train/00028/00003_00000.ppm,28
2149,./data/Train/00001/00071_00019.ppm,1
911,./data/Train/00003/00030_00011.ppm,3
583,./data/Train/00005/00019_00013.ppm,5
1545,./data/Train/00038/00051_00015.ppm,38
1598,./data/Train/00004/00053_00008.ppm,4
142,./data/Train/00015/00004_00022.ppm,15
335,./data/Train/00028/00011_00005.ppm,28
291,./data/Train/00014/00009_00021.ppm,14
1256,./data/Train/00011/00041_00026.ppm,11
615,./data/Train/00010/00020_00015.ppm,10
984,./data/Train/00008/00032_00024.ppm,8
417,./data/Train/00035/00013_00027.ppm,35
101,./data/Train/00012/00003_00011.ppm,12
32,./data/Train/00001/00001_00002.ppm,1
874,./data/Train/00005/00029_00004.ppm,5
1764,./data/Train/00013/00058_00024.ppm,13
1314,./data/Train/00010/00043_00024.ppm,10
959,./data/Train/00011/00031_00029.ppm,11
700,./data/Train/00025/00023_00010.ppm,25
137,./data/Train/00013/00004_00017.ppm,13
1053,./data/Train/00007/00035_00003.ppm,7
1348,./data/Train/00007/00044_00028.ppm,7
399,./data/Train/00011/00013_00009.ppm,11
97,./data/Train/00030/00003_00007.ppm,30
966,./data/Train/00007/00032_00006.ppm,7
1063,./data/Train/00001/00035_00013.ppm,1
531,./data/Train/00009/00017_00021.ppm,9
34,./data/Train/00004/00001_00004.ppm,4
292,./data/Train/00022/00009_00022.ppm,22
1174,./data/Train/00038/00039_00004.ppm,38
813,./data/Train/00012/00027_00003.ppm,12
1736,./data/Train/00012/00057_00026.ppm,12
291,./data/Train/00003/00009_00021.ppm,3
69,./data/Train/00037/00002_00009.ppm,37
21,./data/Train/00032/00000_00021.ppm,32
332,./data/Train/00012/00011_00002.ppm,12
96,./data/Train/00004/00003_00006.ppm,4
699,./data/Train/00010/00023_00009.ppm,10
307,./data/Train/00031/00010_00007.ppm,31
563,./data/Train/00033/00018_00023.ppm,33
107,./data/Train/00015/00003_00017.ppm,15
1179,./data/Train/00025/00039_00009.ppm,25
374,./data/Train/00013/00012_00014.ppm,13
993,./data/Train/00001/00033_00003.ppm,1
1389,./data/Train/00009/00046_00009.ppm,9
423,./data/Train/00007/00014_00003.ppm,7
1399,./data/Train/00012/00046_00019.ppm,12
184,./data/Train/00000/00006_00004.ppm,0
355,./data/Train/00007/00011_00025.ppm,7
101,./data/Train/00023/00003_00011.ppm,23
1053,./data/Train/00001/00035_00003.ppm,1
236,./data/Train/00026/00007_00026.ppm,26
451,./data/Train/00012/00015_00001.ppm,12
863,./data/Train/00010/00028_00023.ppm,10
85,./data/Train/00038/00002_00025.ppm,38
589,./data/Train/00005/00019_00019.ppm,5
80,./data/Train/00014/00002_00020.ppm,14
195,./data/Train/00029/00006_00015.ppm,29
516,./data/Train/00015/00017_00006.ppm,15
286,./data/Train/00006/00009_00016.ppm,6
155,./data/Train/00015/00005_00005.ppm,15
2030,./data/Train/00002/00067_00020.ppm,2
1249,./data/Train/00008/00041_00019.ppm,8
170,./data/Train/00036/00005_00020.ppm,36
1982,./data/Train/00038/00066_00002.ppm,38
156,./data/Train/00024/00005_00006.ppm,24
1352,./data/Train/00001/00045_00002.ppm,1
1786,./data/Train/00010/00059_00016.ppm,10
1347,./data/Train/00002/00044_00027.ppm,2
353,./data/Train/00012/00011_00023.ppm,12
57,./data/Train/00000/00001_00027.ppm,0
328,./data/Train/00023/00010_00028.ppm,23
19,./data/Train/00020/00000_00019.ppm,20
47,./data/Train/00039/00001_00017.ppm,39
1103,./data/Train/00005/00036_00023.ppm,5
7,./data/Train/00017/00000_00007.ppm,17
945,./data/Train/00035/00031_00015.ppm,35
637,./data/Train/00035/00021_00007.ppm,35
94,./data/Train/00021/00003_00004.ppm,21
488,./data/Train/00013/00016_00008.ppm,13
284,./data/Train/00033/00009_00014.ppm,33
1042,./data/Train/00004/00034_00022.ppm,4
508,./data/Train/00007/00016_00028.ppm,7
563,./data/Train/00008/00018_00023.ppm,8
472,./data/Train/00004/00015_00022.ppm,4
147,./data/Train/00015/00004_00027.ppm,15
1609,./data/Train/00038/00053_00019.ppm,38
200,./data/Train/00004/00006_00020.ppm,4
502,./data/Train/00002/00016_00022.ppm,2
1024,./data/Train/00005/00034_00004.ppm,5
615,./data/Train/00009/00020_00015.ppm,9
540,./data/Train/00013/00018_00000.ppm,13
969,./data/Train/00002/00032_00009.ppm,2
1450,./data/Train/00001/00048_00010.ppm,1
630,./data/Train/00002/00021_00000.ppm,2
625,./data/Train/00035/00020_00025.ppm,35
333,./data/Train/00014/00011_00003.ppm,14
325,./data/Train/00028/00010_00025.ppm,28
1266,./data/Train/00025/00042_00006.ppm,25
859,./data/Train/00017/00028_00019.ppm,17
134,./data/Train/00015/00004_00014.ppm,15
5,./data/Train/00037/00000_00005.ppm,37
1310,./data/Train/00013/00043_00020.ppm,13
463,./data/Train/00009/00015_00013.ppm,9
1330,./data/Train/00012/00044_00010.ppm,12
1070,./data/Train/00018/00035_00020.ppm,18
873,./data/Train/00005/00029_00003.ppm,5
669,./data/Train/00010/00022_00009.ppm,10
1074,./data/Train/00004/00035_00024.ppm,4
494,./data/Train/00033/00016_00014.ppm,33
220,./data/Train/00034/00007_00010.ppm,34
141,./data/Train/00005/00004_00021.ppm,5
674,./data/Train/00008/00022_00014.ppm,8
1659,./data/Train/00012/00055_00009.ppm,12
1240,./data/Train/00005/00041_00010.ppm,5
456,./data/Train/00011/00015_00006.ppm,11
1345,./data/Train/00010/00044_00025.ppm,10
305,./data/Train/00018/00010_00005.ppm,18
459,./data/Train/00014/00015_00009.ppm,14
1407,./data/Train/00038/00046_00027.ppm,38
660,./data/Train/00012/00022_00000.ppm,12
176,./data/Train/00001/00005_00026.ppm,1
293,./data/Train/00018/00009_00023.ppm,18
653,./data/Train/00014/00021_00023.ppm,14
1839,./data/Train/00001/00061_00009.ppm,1
766,./data/Train/00025/00025_00016.ppm,25
1175,./data/Train/00010/00039_00005.ppm,10
465,./data/Train/00028/00015_00015.ppm,28
1190,./data/Train/00003/00039_00020.ppm,3
81,./data/Train/00003/00002_00021.ppm,3
373,./data/Train/00031/00012_00013.ppm,31
1252,./data/Train/00038/00041_00022.ppm,38
1844,./data/Train/00012/00061_00014.ppm,12
222,./data/Train/00012/00007_00012.ppm,12
802,./data/Train/00011/00026_00022.ppm,11
589,./data/Train/00004/00019_00019.ppm,4
409,./data/Train/00031/00013_00019.ppm,31
372,./data/Train/00025/00012_00012.ppm,25
576,./data/Train/00017/00019_00006.ppm,17
957,./data/Train/00002/00031_00027.ppm,2
1616,./data/Train/00013/00053_00026.ppm,13
262,./data/Train/00021/00008_00022.ppm,21
957,./data/Train/00017/00031_00027.ppm,17
1302,./data/Train/00004/00043_00012.ppm,4
1033,./data/Train/00007/00034_00013.ppm,7
293,./data/Train/00020/00009_00023.ppm,20
887,./data/Train/00008/00029_00017.ppm,8
308,./data/Train/00016/00010_00008.ppm,16
195,./data/Train/00004/00006_00015.ppm,4
1013,./data/Train/00018/00033_00023.ppm,18
1734,./data/Train/00010/00057_00024.ppm,10
33,./data/Train/00037/00001_00003.ppm,37
146,./data/Train/00030/00004_00026.ppm,30
1497,./data/Train/00001/00049_00027.ppm,1
172,./data/Train/00028/00005_00022.ppm,28
123,./data/Train/00038/00004_00003.ppm,38
308,./data/Train/00015/00010_00008.ppm,15
416,./data/Train/00017/00013_00026.ppm,17
163,./data/Train/00023/00005_00013.ppm,23
1361,./data/Train/00007/00045_00011.ppm,7
162,./data/Train/00041/00005_00012.ppm,41
1725,./data/Train/00010/00057_00015.ppm,10
2238,./data/Train/00002/00074_00018.ppm,2
1234,./data/Train/00025/00041_00004.ppm,25
515,./data/Train/00038/00017_00005.ppm,38
138,./data/Train/00004/00004_00018.ppm,4
285,./data/Train/00026/00009_00015.ppm,26
556,./data/Train/00038/00018_00016.ppm,38
325,./data/Train/00025/00010_00025.ppm,25
450,./data/Train/00008/00015_00000.ppm,8
913,./data/Train/00012/00030_00013.ppm,12
403,./data/Train/00025/00013_00013.ppm,25
1336,./data/Train/00012/00044_00016.ppm,12
241,./data/Train/00039/00008_00001.ppm,39
787,./data/Train/00017/00026_00007.ppm,17
54,./data/Train/00034/00001_00024.ppm,34
530,./data/Train/00004/00017_00020.ppm,4
290,./data/Train/00018/00009_00020.ppm,18
1283,./data/Train/00009/00042_00023.ppm,9
306,./data/Train/00009/00010_00006.ppm,9
893,./data/Train/00002/00029_00023.ppm,2
408,./data/Train/00004/00013_00018.ppm,4
1070,./data/Train/00004/00035_00020.ppm,4
184,./data/Train/00002/00006_00004.ppm,2
243,./data/Train/00012/00008_00003.ppm,12
17,./data/Train/00004/00000_00017.ppm,4
248,./data/Train/00015/00008_00008.ppm,15
248,./data/Train/00009/00008_00008.ppm,9
1089,./data/Train/00038/00036_00009.ppm,38
396,./data/Train/00025/00013_00006.ppm,25
671,./data/Train/00031/00022_00011.ppm,31
966,./data/Train/00012/00032_00006.ppm,12
1500,./data/Train/00038/00050_00000.ppm,38
308,./data/Train/00030/00010_00008.ppm,30
585,./data/Train/00031/00019_00015.ppm,31
1361,./data/Train/00002/00045_00011.ppm,2
907,./data/Train/00005/00030_00007.ppm,5
401,./data/Train/00002/00013_00011.ppm,2
552,./data/Train/00001/00018_00012.ppm,1
83,./data/Train/00019/00002_00023.ppm,19
343,./data/Train/00038/00011_00013.ppm,38
147,./data/Train/00009/00004_00027.ppm,9
1981,./data/Train/00038/00066_00001.ppm,38
1757,./data/Train/00038/00058_00017.ppm,38
1546,./data/Train/00004/00051_00016.ppm,4
519,./data/Train/00011/00017_00009.ppm,11
958,./data/Train/00005/00031_00028.ppm,5
80,./data/Train/00042/00002_00020.ppm,42
888,./data/Train/00038/00029_00018.ppm,38
1319,./data/Train/00012/00043_00029.ppm,12
101,./data/Train/00011/00003_00011.ppm,11
153,./data/Train/00019/00005_00003.ppm,19
163,./data/Train/00019/00005_00013.ppm,19
130,./data/Train/00041/00004_00010.ppm,41
598,./data/Train/00008/00019_00028.ppm,8
1444,./data/Train/00009/00048_00004.ppm,9
688,./data/Train/00012/00022_00028.ppm,12
310,./data/Train/00009/00010_00010.ppm,9
210,./data/Train/00038/00007_00000.ppm,38
1455,./data/Train/00002/00048_00015.ppm,2
408,./data/Train/00008/00013_00018.ppm,8
123,./data/Train/00037/00004_00003.ppm,37
44,./data/Train/00020/00001_00014.ppm,20
388,./data/Train/00005/00012_00028.ppm,5
383,./data/Train/00015/00012_00023.ppm,15
127,./data/Train/00021/00004_00007.ppm,21
1287,./data/Train/00003/00042_00027.ppm,3
2194,./data/Train/00001/00073_00004.ppm,1
802,./data/Train/00017/00026_00022.ppm,17
1303,./data/Train/00007/00043_00013.ppm,7
1992,./data/Train/00012/00066_00012.ppm,12
703,./data/Train/00004/00023_00013.ppm,4
71,./data/Train/00039/00002_00011.ppm,39
1899,./data/Train/00013/00063_00009.ppm,13
1451,./data/Train/00005/00048_00011.ppm,5
16,./data/Train/00010/00000_00016.ppm,10
1491,./data/Train/00005/00049_00021.ppm,5
121,./data/Train/00025/00004_00001.ppm,25
562,./data/Train/00015/00018_00022.ppm,15
669,./data/Train/00031/00022_00009.ppm,31
79,./data/Train/00026/00002_00019.ppm,26
99,./data/Train/00032/00003_00009.ppm,32
1253,./data/Train/00001/00041_00023.ppm,1
423,./data/Train/00004/00014_00003.ppm,4
41,./data/Train/00033/00001_00011.ppm,33
121,./data/Train/00023/00004_00001.ppm,23
2046,./data/Train/00013/00068_00006.ppm,13
478,./data/Train/00026/00015_00028.ppm,26
1899,./data/Train/00038/00063_00009.ppm,38
231,./data/Train/00027/00007_00021.ppm,27
736,./data/Train/00005/00024_00016.ppm,5
1571,./data/Train/00004/00052_00011.ppm,4
775,./data/Train/00010/00025_00025.ppm,10
1631,./data/Train/00002/00054_00011.ppm,2
1173,./data/Train/00035/00039_00003.ppm,35
30,./data/Train/00039/00001_00000.ppm,39
1284,./data/Train/00005/00042_00024.ppm,5
157,./data/Train/00034/00005_00007.ppm,34
420,./data/Train/00031/00014_00000.ppm,31
1269,./data/Train/00025/00042_00009.ppm,25
1326,./data/Train/00007/00044_00006.ppm,7
1415,./data/Train/00038/00047_00005.ppm,38
1005,./data/Train/00012/00033_00015.ppm,12
1365,./data/Train/00005/00045_00015.ppm,5
144,./data/Train/00005/00004_00024.ppm,5
1254,./data/Train/00004/00041_00024.ppm,4
544,./data/Train/00038/00018_00004.ppm,38
1749,./data/Train/00005/00058_00009.ppm,5
23,./data/Train/00007/00000_00023.ppm,7
1968,./data/Train/00002/00065_00018.ppm,2
599,./data/Train/00003/00019_00029.ppm,3
1141,./data/Train/00002/00038_00001.ppm,2
741,./data/Train/00003/00024_00021.ppm,3
408,./data/Train/00007/00013_00018.ppm,7
329,./data/Train/00021/00010_00029.ppm,21
1444,./data/Train/00010/00048_00004.ppm,10
786,./data/Train/00010/00026_00006.ppm,10
1280,./data/Train/00010/00042_00020.ppm,10
199,./data/Train/00000/00006_00019.ppm,0
1145,./data/Train/00003/00038_00005.ppm,3
236,./data/Train/00038/00007_00026.ppm,38
654,./data/Train/00012/00021_00024.ppm,12
879,./data/Train/00018/00029_00009.ppm,18
95,./data/Train/00039/00003_00005.ppm,39
138,./data/Train/00009/00004_00018.ppm,9
1296,./data/Train/00013/00043_00006.ppm,13
88,./data/Train/00027/00002_00028.ppm,27
815,./data/Train/00004/00027_00005.ppm,4
1364,./data/Train/00013/00045_00014.ppm,13
39,./data/Train/00014/00001_00009.ppm,14
207,./data/Train/00026/00006_00027.ppm,26
829,./data/Train/00038/00027_00019.ppm,38
635,./data/Train/00014/00021_00005.ppm,14
769,./data/Train/00011/00025_00019.ppm,11
345,./data/Train/00018/00011_00015.ppm,18
392,./data/Train/00012/00013_00002.ppm,12
325,./data/Train/00021/00010_00025.ppm,21
958,./data/Train/00013/00031_00028.ppm,13
287,./data/Train/00021/00009_00017.ppm,21
386,./data/Train/00038/00012_00026.ppm,38
1455,./data/Train/00010/00048_00015.ppm,10
796,./data/Train/00012/00026_00016.ppm,12
1309,./data/Train/00025/00043_00019.ppm,25
110,./data/Train/00005/00003_00020.ppm,5
1731,./data/Train/00005/00057_00021.ppm,5
8,./data/Train/00012/00000_00008.ppm,12
367,./data/Train/00030/00012_00007.ppm,30
1153,./data/Train/00005/00038_00013.ppm,5
684,./data/Train/00010/00022_00024.ppm,10
68,./data/Train/00002/00002_00008.ppm,2
701,./data/Train/00035/00023_00011.ppm,35
468,./data/Train/00017/00015_00018.ppm,17
786,./data/Train/00035/00026_00006.ppm,35
478,./data/Train/00017/00015_00028.ppm,17
23,./data/Train/00011/00000_00023.ppm,11
1209,./data/Train/00008/00040_00009.ppm,8
661,./data/Train/00033/00022_00002.ppm,33
1728,./data/Train/00005/00057_00018.ppm,5
976,./data/Train/00004/00032_00016.ppm,4
1119,./data/Train/00002/00037_00009.ppm,2
500,./data/Train/00026/00016_00020.ppm,26
37,./data/Train/00021/00001_00007.ppm,21
29,./data/Train/00033/00000_00029.ppm,33
158,./data/Train/00026/00005_00008.ppm,26
345,./data/Train/00022/00011_00015.ppm,22
1102,./data/Train/00001/00036_00022.ppm,1
1171,./data/Train/00007/00039_00001.ppm,7
910,./data/Train/00018/00030_00010.ppm,18
415,./data/Train/00033/00013_00025.ppm,33
1397,./data/Train/00038/00046_00017.ppm,38
490,./data/Train/00028/00016_00010.ppm,28
297,./data/Train/00002/00009_00027.ppm,2
1,./data/Train/00006/00000_00001.ppm,6
86,./data/Train/00027/00002_00026.ppm,27
956,./data/Train/00007/00031_00026.ppm,7
344,./data/Train/00006/00011_00014.ppm,6
1264,./data/Train/00001/00042_00004.ppm,1
268,./data/Train/00022/00008_00028.ppm,22
1633,./data/Train/00013/00054_00013.ppm,13
407,./data/Train/00015/00013_00017.ppm,15
1765,./data/Train/00013/00058_00025.ppm,13
268,./data/Train/00009/00008_00028.ppm,9
589,./data/Train/00033/00019_00019.ppm,33
466,./data/Train/00014/00015_00016.ppm,14
1367,./data/Train/00010/00045_00017.ppm,10
1200,./data/Train/00005/00040_00000.ppm,5
57,./data/Train/00028/00001_00027.ppm,28
125,./data/Train/00028/00004_00005.ppm,28
1804,./data/Train/00001/00060_00004.ppm,1
34,./data/Train/00026/00001_00004.ppm,26
1027,./data/Train/00009/00034_00007.ppm,9
89,./data/Train/00029/00002_00029.ppm,29
586,./data/Train/00025/00019_00016.ppm,25
1260,./data/Train/00010/00042_00000.ppm,10
1128,./data/Train/00010/00037_00018.ppm,10
1143,./data/Train/00003/00038_00003.ppm,3
1682,./data/Train/00001/00056_00002.ppm,1
249,./data/Train/00040/00008_00009.ppm,40
302,./data/Train/00009/00010_00002.ppm,9
338,./data/Train/00006/00011_00008.ppm,6
201,./data/Train/00023/00006_00021.ppm,23
1332,./data/Train/00005/00044_00012.ppm,5
212,./data/Train/00018/00007_00002.ppm,18
770,./data/Train/00011/00025_00020.ppm,11
165,./data/Train/00027/00005_00015.ppm,27
117,./data/Train/00004/00003_00027.ppm,4
227,./data/Train/00016/00007_00017.ppm,16
1602,./data/Train/00010/00053_00012.ppm,10
2028,./data/Train/00012/00067_00018.ppm,12
173,./data/Train/00010/00005_00023.ppm,10
836,./data/Train/00005/00027_00026.ppm,5
661,./data/Train/00025/00022_00001.ppm,25
875,./data/Train/00035/00029_00005.ppm,35
636,./data/Train/00013/00021_00006.ppm,13
787,./data/Train/00018/00026_00007.ppm,18
2016,./data/Train/00013/00067_00006.ppm,13
453,./data/Train/00038/00015_00003.ppm,38
1962,./data/Train/00004/00065_00012.ppm,4
1050,./data/Train/00011/00035_00000.ppm,11
817,./data/Train/00013/00027_00007.ppm,13
906,./data/Train/00004/00030_00006.ppm,4
256,./data/Train/00015/00008_00016.ppm,15
242,./data/Train/00021/00008_00002.ppm,21
1430,./data/Train/00010/00047_00020.ppm,10
1819,./data/Train/00013/00060_00019.ppm,13
1205,./data/Train/00005/00040_00005.ppm,5
344,./data/Train/00001/00011_00014.ppm,1
748,./data/Train/00007/00024_00028.ppm,7
1086,./data/Train/00001/00036_00006.ppm,1
160,./data/Train/00003/00005_00010.ppm,3
386,./data/Train/00005/00012_00026.ppm,5
2190,./data/Train/00002/00073_00000.ppm,2
74,./data/Train/00002/00002_00014.ppm,2
1519,./data/Train/00038/00050_00019.ppm,38
1105,./data/Train/00007/00036_00025.ppm,7
